"","A1","B2","C3","D4","E5","F6","G7","H8","I9","J10","K11","L12","M13","N14","O15","P16","Q17","R18","S19","T20","U21","V22","W23","X24","Y25","Z26","NA27","NA28","NA29","NA30","NA31","NA32","NA33","NA34","NA35","NA36","NA37","NA38","NA39","NA40","NA41","NA42","NA43","NA44","NA45","NA46","NA47","NA48","NA49","NA50","NA51","NA52","NA53","NA54","NA55","NA56","NA57","NA58","NA59","NA60","NA61"
"59","Rr_P15_2_1_r3_Mi_Pap____Mam","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN"
"60","Rr_P15_2_1_r4_Hijos___Hijas","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN"
"61","Rr_P15_2_1_r5_Otro_familiar","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN"
"62","Rr_P15_2_1_No_sabe__no_contest","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN"
"63","Total","129","100","0","NaN","129","100","0","NaN","0","NaN","0","NaN","33","100","96","100","0","NaN","11","100","29","100","40","100","30","100","19","100","0","NaN","31","100","64","100","20","100","14","100","38","100","6","100","9","100","15","100","22","100","39","100","48","100","12","100","16","100","53","100","0","NaN"
"64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"65","P15PrestarMotos","Total_Total_f","Total_Total_pct","P10_Automóvil_f","P10_Automóvil_pct","P10_Moto / Motocicleta_f","P10_Moto / Motocicleta_pct","P10_Ambas_f","P10_Ambas_pct","P10_Otro (Camión de carga)_f","P10_Otro (Camión de carga)_pct","P10_No cuenta con ninguno_f","P10_No cuenta con ninguno_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHijos_Casado con hijos_f","EdocivilHijos_Casado con hijos_pct","EdocivilHijos_Casado sin hijos_f","EdocivilHijos_Casado sin hijos_pct","EdocivilHijos_Soltero con Hijos_f","EdocivilHijos_Soltero con Hijos_pct","EdocivilHijos_Soltero sin HIjos_f","EdocivilHijos_Soltero sin HIjos_pct","EdocivilHijos_No contestó_f","EdocivilHijos_No contestó_pct"
"66","Sí","30","23.3","0","NaN","30","23.3","0","NaN","0","NaN","0","NaN","17","51.5","13","13.5","0","NaN","2","18.2","7","24.1","10","25","5","16.7","6","31.6","0","NaN","9","29","15","23.4","4","20","2","14.3","4","10.5","2","33.3","0","0","4","26.7","6","27.3","14","35.9","10","20.8","2","16.7","3","18.8","15","28.3","0","NaN"
"67","No","99","76.7","0","NaN","99","76.7","0","NaN","0","NaN","0","NaN","16","48.5","83","86.5","0","NaN","9","81.8","22","75.9","30","75","25","83.3","13","68.4","0","NaN","22","71","49","76.6","16","80","12","85.7","34","89.5","4","66.7","9","100","11","73.3","16","72.7","25","64.1","38","79.2","10","83.3","13","81.2","38","71.7","0","NaN"
"68","Total","129","100","0","NaN","129","100","0","NaN","0","NaN","0","NaN","33","100","96","100","0","NaN","11","100","29","100","40","100","30","100","19","100","0","NaN","31","100","64","100","20","100","14","100","38","100","6","100","9","100","15","100","22","100","39","100","48","100","12","100","16","100","53","100","0","NaN"
"69",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"70","P15PrestarQuienMotos","Total_Total_f","Total_Total_pct","P10_Automóvil_f","P10_Automóvil_pct","P10_Moto / Motocicleta_f","P10_Moto / Motocicleta_pct","P10_Ambas_f","P10_Ambas_pct","P10_Otro (Camión de carga)_f","P10_Otro (Camión de carga)_pct","P10_No cuenta con ninguno_f","P10_No cuenta con ninguno_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHijos_Casado con hijos_f","EdocivilHijos_Casado con hijos_pct","EdocivilHijos_Casado sin hijos_f","EdocivilHijos_Casado sin hijos_pct","EdocivilHijos_Soltero con Hijos_f","EdocivilHijos_Soltero con Hijos_pct","EdocivilHijos_Soltero sin HIjos_f","EdocivilHijos_Soltero sin HIjos_pct","EdocivilHijos_No contestó_f","EdocivilHijos_No contestó_pct"
"71","P15_B_Mi_Esposo___Esposa","8","26.7","0","NaN","8","26.7","0","NaN","0","NaN","0","NaN","6","35.3","2","15.4","0","NaN","0","0","1","14.3","1","10","2","40","4","66.7","0","NaN","0","0","4","26.7","3","75","1","50","1","25","0","0","0","NaN","1","25","1","16.7","5","35.7","8","80","0","0","0","0","0","0","0","NaN"
"72","P15_B_Mi_Pap____Mam","10","33.3","0","NaN","10","33.3","0","NaN","0","NaN","0","NaN","4","23.5","6","46.2","0","NaN","1","50","3","42.9","2","20","2","40","2","33.3","0","NaN","4","44.4","6","40","0","0","0","0","1","25","1","50","0","NaN","1","25","3","50","4","28.6","0","0","0","0","3","100","7","46.7","0","NaN"
"73","P15_B_Hijos___Hijas","3","10","0","NaN","3","10","0","NaN","0","NaN","0","NaN","1","5.9","2","15.4","0","NaN","0","0","1","14.3","2","20","0","0","0","0","0","NaN","0","0","1","6.7","0","0","2","100","1","25","0","0","0","NaN","0","0","1","16.7","1","7.1","2","20","0","0","0","0","1","6.7","0","NaN"
"74","P15_B_Otro_familiar","10","33.3","0","NaN","10","33.3","0","NaN","0","NaN","0","NaN","7","41.2","3","23.1","0","NaN","1","50","3","42.9","5","50","1","20","0","0","0","NaN","5","55.6","4","26.7","1","25","0","0","2","50","1","50","0","NaN","2","50","1","16.7","4","28.6","1","10","2","100","0","0","7","46.7","0","NaN"
"75","P15_B_No_sabe__no_contest","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN"
"76","Total","30","100","0","NaN","30","100","0","NaN","0","NaN","0","NaN","17","100","13","100","0","NaN","2","100","7","100","10","100","5","100","6","100","0","NaN","9","100","15","100","4","100","2","100","4","100","2","100","0","NaN","4","100","6","100","14","100","10","100","2","100","3","100","15","100","0","NaN"
"77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"78","P15PrestarQuienMotosf1","Total_Total_f","Total_Total_pct","P10_Automóvil_f","P10_Automóvil_pct","P10_Moto / Motocicleta_f","P10_Moto / Motocicleta_pct","P10_Ambas_f","P10_Ambas_pct","P10_Otro (Camión de carga)_f","P10_Otro (Camión de carga)_pct","P10_No cuenta con ninguno_f","P10_No cuenta con ninguno_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHijos_Casado con hijos_f","EdocivilHijos_Casado con hijos_pct","EdocivilHijos_Casado sin hijos_f","EdocivilHijos_Casado sin hijos_pct","EdocivilHijos_Soltero con Hijos_f","EdocivilHijos_Soltero con Hijos_pct","EdocivilHijos_Soltero sin HIjos_f","EdocivilHijos_Soltero sin HIjos_pct","EdocivilHijos_No contestó_f","EdocivilHijos_No contestó_pct"
"79","Diario","1","12.5","0","NaN","1","12.5","0","NaN","0","NaN","0","NaN","1","16.7","0","0","0","NaN","0","NaN","0","0","1","100","0","0","0","0","0","NaN","0","NaN","1","25","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","1","20","1","12.5","0","NaN","0","NaN","0","NaN","0","NaN"
"80","Todos los días entre semana","1","12.5","0","NaN","1","12.5","0","NaN","0","NaN","0","NaN","1","16.7","0","0","0","NaN","0","NaN","0","0","0","0","0","0","1","25","0","NaN","0","NaN","0","0","1","33.3","0","0","0","0","0","NaN","0","NaN","0","0","0","0","1","20","1","12.5","0","NaN","0","NaN","0","NaN","0","NaN"
"81","Solo el fin de semana","1","12.5","0","NaN","1","12.5","0","NaN","0","NaN","0","NaN","1","16.7","0","0","0","NaN","0","NaN","1","100","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","1","100","1","100","0","NaN","0","NaN","0","0","0","0","0","0","1","12.5","0","NaN","0","NaN","0","NaN","0","NaN"
"82","Una vez por  semana","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN"
"83","Dos  veces por semana","2","25","0","NaN","2","25","0","NaN","0","NaN","0","NaN","1","16.7","1","50","0","NaN","0","NaN","0","0","0","0","1","50","1","25","0","NaN","0","NaN","0","0","2","66.7","0","0","0","0","0","NaN","0","NaN","1","100","0","0","1","20","2","25","0","NaN","0","NaN","0","NaN","0","NaN"
"84","Tres veces por semana","2","25","0","NaN","2","25","0","NaN","0","NaN","0","NaN","2","33.3","0","0","0","NaN","0","NaN","0","0","0","0","1","50","1","25","0","NaN","0","NaN","2","50","0","0","0","0","0","0","0","NaN","0","NaN","0","0","1","100","1","20","2","25","0","NaN","0","NaN","0","NaN","0","NaN"
"85","Una vez al mes","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN"
"86","Casi nunca","1","12.5","0","NaN","1","12.5","0","NaN","0","NaN","0","NaN","0","0","1","50","0","NaN","0","NaN","0","0","0","0","0","0","1","25","0","NaN","0","NaN","1","25","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","1","20","1","12.5","0","NaN","0","NaN","0","NaN","0","NaN"
"87","Otro","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN"
"88","Total","8","100","0","NaN","8","100","0","NaN","0","NaN","0","NaN","6","100","2","100","0","NaN","0","NaN","1","100","1","100","2","100","4","100","0","NaN","0","NaN","4","100","3","100","1","100","1","100","0","NaN","0","NaN","1","100","1","100","5","100","8","100","0","NaN","0","NaN","0","NaN","0","NaN"
"89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"90","P15PrestarQuienMotosf2","Total_Total_f","Total_Total_pct","P10_Automóvil_f","P10_Automóvil_pct","P10_Moto / Motocicleta_f","P10_Moto / Motocicleta_pct","P10_Ambas_f","P10_Ambas_pct","P10_Otro (Camión de carga)_f","P10_Otro (Camión de carga)_pct","P10_No cuenta con ninguno_f","P10_No cuenta con ninguno_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHijos_Casado con hijos_f","EdocivilHijos_Casado con hijos_pct","EdocivilHijos_Casado sin hijos_f","EdocivilHijos_Casado sin hijos_pct","EdocivilHijos_Soltero con Hijos_f","EdocivilHijos_Soltero con Hijos_pct","EdocivilHijos_Soltero sin HIjos_f","EdocivilHijos_Soltero sin HIjos_pct","EdocivilHijos_No contestó_f","EdocivilHijos_No contestó_pct"
"91","Diario","1","10","0","NaN","1","10","0","NaN","0","NaN","0","NaN","0","0","1","16.7","0","NaN","0","0","0","0","0","0","0","0","1","50","0","NaN","1","25","0","0","0","NaN","0","NaN","0","0","1","100","0","NaN","0","0","0","0","0","0","0","NaN","0","NaN","0","0","1","14.3","0","NaN"
"92","Todos los días entre semana","2","20","0","NaN","2","20","0","NaN","0","NaN","0","NaN","1","25","1","16.7","0","NaN","1","100","0","0","1","50","0","0","0","0","0","NaN","1","25","1","16.7","0","NaN","0","NaN","0","0","0","0","0","NaN","1","100","0","0","1","25","0","NaN","0","NaN","0","0","2","28.6","0","NaN"
"93","Solo el fin de semana","1","10","0","NaN","1","10","0","NaN","0","NaN","0","NaN","1","25","0","0","0","NaN","0","0","1","33.3","0","0","0","0","0","0","0","NaN","1","25","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","1","33.3","0","0","0","NaN","0","NaN","0","0","1","14.3","0","NaN"
"94","Una vez por  semana","1","10","0","NaN","1","10","0","NaN","0","NaN","0","NaN","1","25","0","0","0","NaN","0","0","0","0","0","0","1","50","0","0","0","NaN","0","0","1","16.7","0","NaN","0","NaN","1","100","0","0","0","NaN","0","0","0","0","0","0","0","NaN","0","NaN","0","0","1","14.3","0","NaN"
"95","Dos  veces por semana","3","30","0","NaN","3","30","0","NaN","0","NaN","0","NaN","1","25","2","33.3","0","NaN","0","0","2","66.7","0","0","1","50","0","0","0","NaN","0","0","3","50","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","2","66.7","1","25","0","NaN","0","NaN","2","66.7","1","14.3","0","NaN"
"96","Tres veces por semana","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN"
"97","Una vez al mes","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN"
"98","Casi nunca","1","10","0","NaN","1","10","0","NaN","0","NaN","0","NaN","0","0","1","16.7","0","NaN","0","0","0","0","1","50","0","0","0","0","0","NaN","0","0","1","16.7","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","1","25","0","NaN","0","NaN","1","33.3","0","0","0","NaN"
"99","Otro","1","10","0","NaN","1","10","0","NaN","0","NaN","0","NaN","0","0","1","16.7","0","NaN","0","0","0","0","0","0","0","0","1","50","0","NaN","1","25","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","1","25","0","NaN","0","NaN","0","0","1","14.3","0","NaN"
"100","Total","10","100","0","NaN","10","100","0","NaN","0","NaN","0","NaN","4","100","6","100","0","NaN","1","100","3","100","2","100","2","100","2","100","0","NaN","4","100","6","100","0","NaN","0","NaN","1","100","1","100","0","NaN","1","100","3","100","4","100","0","NaN","0","NaN","3","100","7","100","0","NaN"
"101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"102","P15PrestarQuienMotosf3","Total_Total_f","Total_Total_pct","P10_Automóvil_f","P10_Automóvil_pct","P10_Moto / Motocicleta_f","P10_Moto / Motocicleta_pct","P10_Ambas_f","P10_Ambas_pct","P10_Otro (Camión de carga)_f","P10_Otro (Camión de carga)_pct","P10_No cuenta con ninguno_f","P10_No cuenta con ninguno_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHijos_Casado con hijos_f","EdocivilHijos_Casado con hijos_pct","EdocivilHijos_Casado sin hijos_f","EdocivilHijos_Casado sin hijos_pct","EdocivilHijos_Soltero con Hijos_f","EdocivilHijos_Soltero con Hijos_pct","EdocivilHijos_Soltero sin HIjos_f","EdocivilHijos_Soltero sin HIjos_pct","EdocivilHijos_No contestó_f","EdocivilHijos_No contestó_pct"
"103","Diario","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","0","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN"
"104","Todos los días entre semana","1","33.3","0","NaN","1","33.3","0","NaN","0","NaN","0","NaN","0","0","1","50","0","NaN","0","NaN","0","0","1","50","0","NaN","0","NaN","0","NaN","0","NaN","1","100","0","NaN","0","0","0","0","0","NaN","0","NaN","0","NaN","0","0","1","100","0","0","0","NaN","0","NaN","1","100","0","NaN"
"105","Solo el fin de semana","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","0","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN"
"106","Una vez por  semana","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","0","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN"
"107","Dos  veces por semana","2","66.7","0","NaN","2","66.7","0","NaN","0","NaN","0","NaN","1","100","1","50","0","NaN","0","NaN","1","100","1","50","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","2","100","1","100","0","NaN","0","NaN","0","NaN","1","100","0","0","2","100","0","NaN","0","NaN","0","0","0","NaN"
"108","Tres veces por semana","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","0","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN"
"109","Una vez al mes","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","0","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN"
"110","Casi nunca","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","0","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN"
"111","Otro","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","0","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN"
"112","Total","3","100","0","NaN","3","100","0","NaN","0","NaN","0","NaN","1","100","2","100","0","NaN","0","NaN","1","100","2","100","0","NaN","0","NaN","0","NaN","0","NaN","1","100","0","NaN","2","100","1","100","0","NaN","0","NaN","0","NaN","1","100","1","100","2","100","0","NaN","0","NaN","1","100","0","NaN"
